[15:13:28.834] pre-prompt 13ms | (none) [shown:0] << setup
[23:51:11.737] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' / / / / / "#!/bin/sh\\nprintf / / /
[23:51:15.805] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/99 'read:skills/manager/skill.md:1-20' 'read:skills/manager/skill.md:53-80' 'read:skills/manager
[23:51:15.805] pre-path 18ms | (none) << skills/manager/SKILL.md,skills/manager/SKILL.md,skills/manager/SKILL.md
[23:51:22.425] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/90 '''tests/test_version_manifest.py''' """`skills/manager/skill.md` "skills/manager/skill.md "s
[23:51:22.432] pre-path 29ms | (none) << tests/test_version_manifest.py,skills/manager/SKILL.md
[23:51:29.512] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/90 >/dev/null '''skills/manager/skill.md''' tests/test_version_manifest.py
[23:51:29.515] pre-path 24ms | (none) << skills/manager/SKILL.md,tests/test_version_manifest.py
[23:51:34.771] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/90 tests/test_version_manifest.py
[23:51:34.778] pre-path 23ms | (none) << tests/test_version_manifest.py
[23:51:42.388] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' / / / / / "\\n".join(["#!/bin/sh", / / /
[23:51:43.643] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/90 >/dev/null '''skills/manager/skill.md''' tests/test_version_manifest.py >/dev/null '''skills/
[23:51:43.643] pre-path 17ms | (none) << skills/manager/SKILL.md
[23:51:52.260] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/90 "skills/manager/skill.md" skills/
[23:51:52.266] pre-path 21ms | (none) << .oss.json,README.md,README.md,skills/manager/SKILL.md,skills/
[23:51:58.201] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/90 tests/test_version_manifest.py tests/test_content_invariants.py tests/test_oss_config.py test
[23:51:58.206] pre-path 21ms | (none) << tests/test_version_manifest.py,tests/test_content_invariants.py,tests/test_oss_config.py,tests/test_config_scope.py,tests/
[23:52:00.956] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:52:05.578] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:52:07.059] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' / / / / / "\n".join(["#!/bin/sh", / / /
[23:52:07.985] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/26 ["scripts/doctor.py", "tests/test_freshness.py", "changelog.d/26.changed.md"]
[23:52:07.994] pre-path 23ms | (none) << scripts/doctor.py,tests/test_freshness.py
[23:52:11.855] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/99 '''skills/manager/skill.md'''
[23:52:11.861] pre-path 23ms | (none) << skills/manager/SKILL.md
[23:52:15.557] pre-tool (Bash) 38ms | (none) [shown:0] << documents/claude-oss-wt/notes documents/claude-oss-wt/26 origin/main..fix/26 origin/main..fix/26
[23:52:17.232] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99 '''skills/manager/skill.md'''
[23:52:17.237] pre-path 21ms | (none) << skills/manager/SKILL.md
[23:52:25.696] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/26 origin/main
[23:52:30.422] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/26 origin/main
[23:52:32.320] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/99 '''skills/manager/skill.md''' `schemas/agent-report.schema.json` `scripts/report_schema.py`
[23:52:32.332] pre-path 32ms | (none) << skills/manager/SKILL.md
[23:52:32.900] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' / / / / / "\n".join(["#!/bin/sh", / / /
[23:52:35.819] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/26 origin/main..fix/26 tests/
[23:52:35.824] pre-path 19ms | (none) << tests/
[23:52:37.508] pre-tool (Bash) 13ms | (none) [shown:0] << documents/claude-oss-wt/102
[23:52:43.114] pre-tool (Bash) 18ms | (none) [shown:0] << .claude/projects/-users-floriandavid-documents-claude-oss/acdc4454-0314-47cb-9458-dca0a1b3ac1b/tool-results/bnhqaq3b8.tx
[23:52:46.365] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/99 '''skills/manager/skill.md'''
[23:52:46.375] pre-path 29ms | (none) << skills/manager/SKILL.md
[23:52:49.987] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/102
[23:52:54.395] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py'''
[23:52:56.326] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 '''commands/tick.md'''
[23:52:56.333] pre-path 20ms | (none) << commands/tick.md
[23:53:00.954] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/99 '''commands/tick.md'''
[23:53:00.961] pre-path 23ms | (none) << commands/tick.md
[23:53:05.370] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/99 '''commands/tick.md'''
[23:53:05.377] pre-path 25ms | (none) << commands/tick.md
[23:53:10.605] pre-path 17ms | (none) << .github/workflows/changelog.yml,changelog.d
[23:53:10.605] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/99 'read:.github/workflows/changelog.yml'
[23:53:17.313] pre-tool (Bash) 28ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' / / / / / "\n".join(["#!/bin/sh", / / /
[23:53:17.374] pre-path 20ms | (none) << .github/workflows/changelog.yml
[23:53:17.374] pre-tool (Bash) 24ms | (none) [shown:0] << documents/claude-oss-wt/99 'read:.github/workflows/changelog.yml:60-140' documents/claude-oss-wt/99/changelog.d
[23:53:22.558] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 'read:changelog.d/96.changed.md'
[23:53:22.559] pre-path 14ms | (none) << changelog.d/96.changed.md
[23:53:22.928] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 tests/test_shell_probe.py '^(e|>|tests/|failed|[0-9]+
[23:53:22.935] pre-path 23ms | (none) << tests/
[23:53:31.104] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 tests/test_shell_probe.py
[23:53:36.696] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/99 '''changelog.d/99.changed.md''' `skills/manager/skill.md` `/oss:tick` `schemas/agent-report.s
[23:53:36.702] pre-path 26ms | (none) << skills/manager/SKILL.md
[23:53:41.928] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:53:46.067] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:53:50.683] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99 '''changelog.d/99.changed.md'''
[23:53:57.973] pre-path 16ms | (none) << changelog.d/34.fixed.md
[23:53:57.973] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/90 changelog.d/ 'read:changelog.d/34.fixed.md'; tests/test_content_invariants.py
[23:54:03.581] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/99 '''changelog.d/99.changed.md''' `skills/manager/skill.md` `/oss:tick` `schemas/agent-report.s
[23:54:03.590] pre-path 24ms | (none) << skills/manager/SKILL.md
[23:54:10.009] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99 scripts/assemble_changelog.py tests/
[23:54:10.014] pre-path 20ms | (none) << scripts/assemble_changelog.py,changelog.d/,CHANGELOG.md,tests/
[23:54:11.421] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/90 changelog.d/90.fixed.md `skills/manager/skill.md` `tests/test_version_manifest.py` `/oss:rele
[23:54:11.427] pre-path 23ms | (none) << skills/manager/SKILL.md,.oss.json,tests/test_version_manifest.py
[23:54:14.299] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/90 tests/
[23:54:14.306] pre-path 27ms | (none) << tests/
[23:54:21.483] pre-tool (Bash) 28ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/shell_probe.py''' / "bin/bash", "bin/bash.exe", "usr/bin/bash", "usr/bin/bash.exe")
[23:54:30.657] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/102 ['scripts/doctor.sh','scripts/doctor.py'])) print(sp.probe('/bin/bash', ['scripts/doctor.sh'
[23:54:30.663] pre-path 21ms | (none) << tests/,scripts/doctor.sh,scripts/doctor.py,scripts/doctor.sh
[23:54:40.564] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/shell_probe.py'''
[23:54:54.578] pre-tool (Bash) 32ms | (none) [shown:0] << note="documents/claude-oss-wt/notes/fix-26-${ts}.md"; fix/26 `fix/26`, `origin/main` `origin/main` `scripts/scaffold.py`
[23:54:54.587] pre-path 47ms | (none) << scripts/scaffold.py
[23:54:54.609] pre-tool (Bash) 25ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_doctor_launcher.py''' / / / / / /
[23:54:54.619] pre-path 37ms | (none) << tests/test_doctor_launcher.py,scripts/,tests/
[23:55:09.213] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_workspace_launcher.py''' / / / /
[23:55:09.221] pre-path 26ms | (none) << tests/test_workspace_launcher.py,bin/,bin/
[23:55:18.409] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_workspace_launcher.py''' / / documents/claude-oss-wt/102 '''tests/test_workspa
[23:55:18.418] pre-path 25ms | (none) << tests/test_workspace_launcher.py,tests/test_workspace_launcher.py
[23:55:28.519] pre-prompt 21ms | (none) [shown:0] << does oss / supertool / jit prevent read/grep... ?
[23:55:39.605] pre-tool (Bash) 24ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' [("/w/bash", ("/g/bash", "/w/bash" "/g/bash" ("/system32/bas
[23:55:39.628] pre-tool (Bash) 32ms | (none) [shown:0] << documents/claude-oss-wt/26 `.oss/readme.md`, `.oss/assemble_changelog.py`, `.github/workflows/oss-changelog.yml` `/oss:s
[23:55:42.590] pre-tool (Bash) 18ms | (none) [shown:0] << .claude/settings.json 2>/dev/null 2>/dev/null
[23:55:42.596] pre-path 26ms | (none) << .claude/settings.json,.supertool.json
[23:55:48.110] pre-tool (Bash) 19ms | (none) [shown:0] << ['.claude/settings.json','.claude/settings.local.json','.claude/settings.local.json']:
[23:55:48.116] pre-path 25ms | (none) << .claude/settings.local.json
[23:55:57.764] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' [("/w/bash", ("/g/bash", "/w/bash" "/g/bash" ("/system32/bas
[23:56:02.297] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/99 tests/test_content_invariants.py skills/manager/skill.md
[23:56:02.301] pre-path 22ms | (none) << tests/test_content_invariants.py,skills/manager/SKILL.md
[23:56:06.342] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py'''
[23:56:07.976] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/90 (#90):::changelog.d/90.fixed.md' (#90):::.oss.json:::tests/test_version_manifest.py:::changel
[23:56:10.086] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/99 skills/manager/skill.md 'grep:skill|skills/:tests/test_content_invariants.py'
[23:56:10.086] pre-path 17ms | (none) << tests/test_content_invariants.py
[23:56:10.672] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 tests/test_shell_probe.py tests/test_doctor_launcher.py tests/test_workspace_launcher.py
[23:56:10.677] pre-path 21ms | (none) << tests/test_doctor_launcher.py,tests/test_workspace_launcher.py
[23:56:19.633] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/90
[23:56:20.865] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 'read:tests/test_content_invariants.py:466-500' 'read:tests/test_content_invariants.py:806-84
[23:56:20.867] pre-path 16ms | (none) << tests/test_content_invariants.py,tests/test_content_invariants.py
[23:56:28.602] pre-prompt 16ms | (none) [shown:0] << jit could block on a tool
[23:56:34.680] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/99 commands/tick.md,
[23:56:36.242] pre-tool (Bash) 19ms | (none) [shown:0] << .claude/jit-context 2>/dev/null .claude/jit-context 2>/dev/null); 2>/dev/null
[23:56:36.250] pre-path 23ms | (none) << .claude/jit-context/,.claude/jit-context/
[23:56:41.362] pre-tool (Bash) 17ms | (none) [shown:0] << .claude/jit-context 2>/dev/null .claude/jit-context/*/ 2>/dev/null
[23:56:41.367] pre-path 22ms | (none) << .claude/jit-context/
[23:56:41.508] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 commands/tick.md, ['''skills/manager/skill.md''', '''commands/tick.md''', '''changelog.d/99.c
[23:56:48.646] pre-tool (Bash) 18ms | (none) [shown:0] << "${claude_plugin_root}/agents/auditor.md" documents/claude-oss-wt/99/agents/auditor.md
[23:56:50.098] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/102 d=/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/acdc4454-0314-47cb-9458-d
[23:56:50.104] pre-path 24ms | (none) << tests/,scripts/doctor.sh
[23:56:56.955] pre-tool (Bash) 16ms | (none) [shown:0] << p=/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/acdc4454-0314-47cb-9458-dca0a1b3ac1b/scratchpad/pr-26
[23:57:05.054] pre-tool (Bash) 12ms | (none) [shown:0] << scripts/oss_rules.py
[23:57:05.057] pre-path 17ms | (none) << scripts/oss_rules.py
[23:57:07.306] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99/agents/auditor.md
[23:57:09.066] pre-tool (Bash) 13ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:57:14.773] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/99 'read:schemas/agent-report.schema.json' 'read:scripts/report_schema.py' 'read:agents/develope
[23:57:14.773] pre-path 16ms | (none) << schemas/agent-report.schema.json,scripts/report_schema.py,agents/developer.md,commands/tick.md,skills/manager/SKILL.md,.github/workflows/
[23:57:18.587] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/102 '''tests/test_shell_probe.py''' / / /
[23:57:18.613] pre-tool (Read) 14ms | (none) [shown:0] << .claude/projects/-users-floriandavid-documents-claude-oss/acdc4454-0314-47cb-9458-dca0a1b3ac1b/tool-results/bayk94zvu.tx
[23:57:18.613] pre-path 15ms | (none) << /Users/floriandavid/.claude/projects/-Users-floriandavid-Documents-claude-oss/acdc4454-0314-47cb-9458-dca0a1b3ac1b/tool-results/bayk94zvu.txt
[23:57:20.795] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:57:23.279] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/102 tests/
[23:57:23.283] pre-path 20ms | (none) << tests/
[23:57:23.828] pre-path 16ms | (none) << gh-pr-create,Closes #,closing reference
[23:57:23.833] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:57:26.003] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99 .github/workflows/tests.yml .github/workflows/changelog.yml
[23:57:26.008] pre-path 20ms | (none) << .github/workflows/tests.yml,.github/workflows/changelog.yml
[23:57:26.359] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 schemas/agent-report.schema.json scripts/report_schema.py
[23:57:26.364] pre-path 21ms | (none) << schemas/agent-report.schema.json,scripts/report_schema.py
[23:57:26.910] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 agents/developer.md
[23:57:26.914] pre-path 19ms | (none) << agents/developer.md
[23:57:28.761] pre-tool (Bash) 16ms | (none) [shown:0] << 
[23:57:32.929] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:57:32.929] pre-path 14ms | (none) << pr_body,not-written
[23:57:34.968] pre-tool (Bash) 15ms | (none) [shown:0] << 
[23:57:35.165] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 json.load(open('schemas/agent-report.schema.json'))
[23:57:35.171] pre-path 20ms | (none) << schemas/agent-report.schema.json
[23:57:36.924] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/99 json.load(open('schemas/agent-report.schema.json'))
[23:57:36.932] pre-path 22ms | (none) << schemas/agent-report.schema.json
[23:57:40.611] pre-tool (Bash) 22ms | (none) [shown:0] << p="/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/acdc4454-0314-47cb-9458-dca0a1b3ac1b/scratchpad/pr-2
[23:57:42.315] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 json.load(open('schemas/agent-report.schema.json'))
[23:57:42.320] pre-path 20ms | (none) << schemas/agent-report.schema.json,tests/
[23:57:42.478] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99 'between:180:280:schemas/agent-report.schema.json'
[23:57:47.920] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99 open('schemas/agent-report.schema.json').read().splitlines()
[23:57:47.925] pre-path 18ms | (none) << schemas/agent-report.schema.json
[23:57:51.273] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/26 'gh-pr-create:@/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/acdc4454-0314
[23:57:51.891] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99 json.load(open('schemas/agent-report.schema.json'))
[23:57:51.897] pre-path 20ms | (none) << schemas/agent-report.schema.json
[23:57:55.029] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/99 open('skills/manager/skill.md').read().splitlines()
[23:57:55.036] pre-path 24ms | (none) << skills/manager/SKILL.md
[23:58:00.942] pre-tool (Bash) 23ms | (none) [shown:0] << documents/claude-oss-wt/99 open('schemas/agent-report.schema.json').read().splitlines()
[23:58:00.950] pre-path 27ms | (none) << schemas/agent-report.schema.json
[23:58:06.885] pre-tool (Bash) 15ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:58:06.885] pre-path 15ms | (none) << step 5,step 6,arrives as prose,arrived as prose,renders as a document,the maintainer writes the body
[23:58:07.888] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/99 commands/tick.md
[23:58:07.894] pre-path 25ms | (none) << commands/tick.md
[23:58:07.898] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/99 skills/manager/skill.md
[23:58:07.908] pre-path 29ms | (none) << skills/manager/SKILL.md
[23:58:12.755] pre-tool (Bash) 14ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:58:12.755] pre-path 14ms | (none) << hands back,hand back,reports back,writes the pull request,the maintainer opens the pull request,gh pr create
[23:58:13.275] pre-path 14ms | (none) << /Users/floriandavid/Documents/claude-oss-wt/99/skills/manager/SKILL.md
[23:58:13.276] pre-tool (Read) 14ms | (none) [shown:0] << documents/claude-oss-wt/99/skills/manager/skill.md
[23:58:18.462] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/99 skills/manager/skill.md open('skills/manager/skill.md').read().splitlines()
[23:58:18.469] pre-path 26ms | (none) << skills/manager/SKILL.md,skills/manager/SKILL.md
[23:58:23.721] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/99
[23:58:48.160] pre-tool (Bash) 24ms | (none) [shown:0] << documents/claude-oss-wt/99 tests/ skills/ commands/ agents/ scripts/ 2>/dev/null
[23:58:48.166] pre-path 29ms | (none) << tests/,skills/,commands/,agents/,scripts/
